ID,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Cost_per_gram,Discount_rate,Calls_per_Purchase
1036,-0.9621406996429737,1.4196876751628487,0.8151595253242483,-1.2934382083309122,2,1,3.104521923747293,-1.0817719637266316,1,True,False,False,False,False,True,0.6346113910336482,1.8226306203436293,0.013425193402795408
1056,-0.9621406996429737,0.004527235129950843,-1.2790463470066,-0.28463234153974754,2,1,-0.2782169388177931,-1.588168693311053,1,False,False,False,True,False,True,0.5525002375556569,0.14831369188486793,-0.829190685445088
1065,-0.9621406996429737,-0.703052984886498,-1.3827199050427805,0.724173525251417,1,1,1.9769423028922644,-1.4201931927659768,1,False,False,False,False,False,True,0.20653767024121314,2.859552926818479,-1.3347602127538183
1073,-0.1129298130463459,0.7121074551463997,-0.3252496130737384,-1.2934382083309122,1,0,-0.2782169388177931,-1.0416307595522567,1,False,True,False,False,True,False,0.18203108207325489,-0.22474403499352674,1.1369130318666398
1075,-0.1129298130463459,1.4196876751628487,1.1261801994327902,-0.28463234153974754,2,0,-0.8420067492453074,-0.7402629497507962,1,False,False,True,False,True,False,0.34565006265139936,-0.9110153160804012,0.013425193402795408
1077,-0.9621406996429737,0.7121074551463997,-0.3874537478954468,-0.28463234153974754,2,1,1.131257587250993,-1.1954024493894775,1,False,False,False,False,True,False,0.3343830588655877,1.0458980688625172,-0.829190685445088
1083,1.5854919601469095,0.004527235129950843,0.46266942800123423,-0.28463234153974754,2,1,0.00367796639596411,-0.8137522312392671,1,False,False,False,False,True,False,0.2182700623103766,-0.2163866621879974,1.6986569510985623
1085,-0.9621406996429737,0.7121074551463997,1.0017719297893735,-0.28463234153974754,1,1,0.2855728716097213,-0.9465269835083533,1,False,True,False,False,True,False,0.5251708932191212,-0.15322789060422679,-0.829190685445088
1093,-0.1129298130463459,0.7121074551463997,-0.2837801898592662,-0.28463234153974754,1,1,3.6683117341748073,-0.6056355265198159,1,False,False,True,False,False,False,-0.14727910004673408,3.1800078591150647,0.013425193402795408
1095,-0.9621406996429737,-1.4106332049029469,-0.594800863967808,-0.28463234153974754,2,1,-0.8420067492453074,-0.5593187524724602,1,False,False,False,False,False,False,-0.25532184061836444,-0.6658552066669884,-0.829190685445088
1097,0.7362810735502818,-0.703052984886498,1.0639760646110819,-0.28463234153974754,1,0,1.6950473976785072,-0.6575103134528542,1,False,True,False,False,False,False,0.25452764596185234,0.753052814625461,0.8560410722506788
1100,-0.1129298130463459,0.004527235129950843,-1.0509645193270027,-1.2934382083309122,1,0,1.6950473976785072,-1.7691128905893891,1,False,False,False,True,False,False,1.2025568818854082,2.13631632702009,1.1369130318666398
1114,-0.9621406996429737,-0.703052984886498,-0.22157605503755778,-0.28463234153974754,0,1,-0.8420067492453074,-0.7198835691699598,1,True,False,False,False,False,True,-0.05632592546743449,-0.7360464564628401,-0.829190685445088
1118,-0.1129298130463459,0.7121074551463997,-0.18010663182308553,-0.28463234153974754,1,0,1.41315249246475,-1.0508941143617279,1,False,False,False,True,False,True,0.24263523376159837,1.1619071841326651,0.013425193402795408
1119,-0.9621406996429737,-0.703052984886498,-0.8850868264691137,-0.28463234153974754,2,1,1.41315249246475,-1.6517770630027548,1,False,False,False,False,False,True,0.9413166688086664,1.682716342436874,-0.829190685445088
1122,-1.8113515862396012,-1.4106332049029469,1.0432413530038456,-0.28463234153974754,2,1,1.131257587250993,-0.33823335101974944,1,False,False,False,True,False,True,0.021119395609607412,0.3916122094142559,-1.6718065642929716
1135,-0.1129298130463459,-1.4106332049029469,-0.760678556825697,0.724173525251417,1,0,1.9769423028922644,-1.4745382076482074,1,False,False,True,False,False,True,0.6028896078970215,2.127856409762959,-0.6606675096755112
1141,-0.1129298130463459,-1.4106332049029469,0.9603025065749011,-1.2934382083309122,1,1,-1.1239016544590645,-0.6031652985706236,1,False,False,True,False,False,True,0.1824201370301102,-1.0819533349083506,1.1369130318666398
1156,-0.1129298130463459,0.004527235129950843,-0.8436174032546414,-1.2934382083309122,1,0,1.131257587250993,-1.7153854326944566,1,True,False,False,False,False,True,1.1608941784896183,1.3642437396068838,1.1369130318666398
1172,-0.9621406996429737,-1.4106332049029469,0.7736901021097761,-0.28463234153974754,2,0,3.38641682896105,-1.060157469171199,1,False,False,False,True,False,True,0.5904356611551023,2.0432504962217246,-0.829190685445088
1173,0.7362810735502818,-0.703052984886498,-1.1546380773631832,-0.28463234153974754,2,1,2.822627018533536,-1.5177671967590727,1,False,False,False,False,False,True,0.4810519348628908,3.4858765958968703,0.8560410722506788
1179,-0.1129298130463459,0.004527235129950843,-1.9840265416526282,1.7329793920425816,1,0,2.5407321133197787,-1.454776384054669,1,False,False,False,False,False,True,-0.04036819869067058,4.74789278429638,-1.1100626450610493
1181,0.7362810735502818,-0.703052984886498,-0.47039259432439123,-1.2934382083309122,0,0,0.00367796639596411,-1.1719352838721506,1,False,True,False,False,False,True,0.273137587278326,0.07601199630911895,2.2604008703304848
1193,-0.1129298130463459,0.7121074551463997,0.6700165440735955,-1.2934382083309122,1,1,1.41315249246475,-1.03422007570468,1,False,True,False,False,False,True,0.5204725804683243,0.7253465661423724,1.1369130318666398
1199,-0.1129298130463459,-0.703052984886498,-1.1546380773631832,0.724173525251417,1,0,1.9769423028922644,-1.3411458983918232,1,False,True,False,False,False,True,0.2032620944142024,2.5590016359520025,-0.6606675096755112
1208,-0.9621406996429737,-1.4106332049029469,-2.3572513505828785,-0.28463234153974754,1,0,3.104521923747293,-1.7462632820593602,1,False,False,False,True,True,False,0.20422522003606544,6.841163950897294,-0.829190685445088
1212,-0.1129298130463459,-1.4106332049029469,-1.5278628862934334,-0.28463234153974754,2,1,0.8493626820372356,-1.5597610718953416,1,False,False,False,True,True,False,0.3565361638822714,1.6806772691471037,0.013425193402795408
1214,-0.1129298130463459,0.004527235129950843,0.8773636601459567,-0.28463234153974754,1,0,2.5407321133197787,-0.4950928257934605,1,False,False,False,True,True,False,0.0819630334972457,1.4028216728957743,0.013425193402795408
1215,-0.9621406996429737,0.004527235129950843,1.1676496226472624,0.724173525251417,1,0,3.38641682896105,-0.9632010221654013,1,False,False,False,False,True,False,0.6000948578503386,1.796904446664,-1.3347602127538183
1219,-0.1129298130463459,0.7121074551463997,-0.6155355755750441,0.724173525251417,2,1,0.5674677768234785,-1.0193987080095261,1,False,False,True,False,True,False,0.05977039316723095,0.6649528047603159,-0.6606675096755112
1224,-0.9621406996429737,-1.4106332049029469,0.9188330833604289,-1.2934382083309122,2,1,1.41315249246475,-0.7198835691699598,1,False,False,False,True,True,False,0.2678165500407462,0.6238208410283507,0.013425193402795408
1225,-0.9621406996429737,0.004527235129950843,0.08944461907098404,-1.2934382083309122,2,1,0.8493626820372356,-1.1657597139991698,1,False,False,True,False,True,False,0.48041550256087967,0.5578587560710341,0.013425193402795408
1226,-0.9621406996429737,-1.4106332049029469,-1.631536444329614,-1.2934382083309122,2,1,0.2855728716097213,-1.6307801254346204,1,False,False,False,True,True,False,0.4346661799109906,1.0737131198922019,0.013425193402795408
1229,1.5854919601469095,-1.4106332049029469,-1.610801732722378,-0.28463234153974754,0,1,1.6950473976785072,-1.4603343969403515,1,False,True,False,False,False,False,0.15246388287725926,2.8497859371111773,1.6986569510985623
1233,-0.1129298130463459,-0.703052984886498,-0.9887603845052942,-0.28463234153974754,1,1,-0.2782169388177931,-1.4492183711689863,1,False,False,False,False,False,False,0.4432524877166929,0.012887288151642457,0.013425193402795408
1234,-0.9621406996429737,1.4196876751628487,-0.7814132684329331,-0.28463234153974754,0,0,-1.4057965596728217,-1.2194871718941023,1,True,False,False,False,False,False,0.2079300308522796,-1.1800962138255897,-0.829190685445088
1235,-1.8113515862396012,0.004527235129950843,1.3749967387196236,0.724173525251417,1,1,3.104521923747293,-0.2480700308742305,1,False,True,False,False,False,False,0.04283572737758193,1.50633650287176,-2.008852915832125
1236,-0.9621406996429737,-0.703052984886498,-0.926556249683586,-1.2934382083309122,2,0,3.6683117341748073,-1.256540591131987,1,False,False,False,True,False,False,0.19362039565732506,4.030667006278667,0.013425193402795408
1238,-0.1129298130463459,-1.4106332049029469,-1.5278628862934334,-1.2934382083309122,1,0,-0.2782169388177931,-1.6567175189011394,1,False,False,False,True,False,False,0.5548494074737648,0.2859511389443502,1.1369130318666398
1245,-0.1129298130463459,-0.703052984886498,-1.610801732722378,-1.2934382083309122,2,0,3.104521923747293,-1.6499243920408606,1,False,False,False,False,False,False,0.4881738104336158,4.644470295827956,1.1369130318666398
1247,1.5854919601469095,-0.703052984886498,1.1883843342544984,1.7329793920425816,1,1,2.2588372081060215,-0.8909468546515266,1,False,True,False,False,False,False,0.5204095029121644,1.0643730105058504,0.013425193402795408
1250,-0.1129298130463459,-1.4106332049029469,0.6907512556808316,-0.28463234153974754,1,0,0.8493626820372356,-0.952702553381334,1,False,False,False,True,False,False,0.430327236808857,0.32124279203652506,0.013425193402795408
1252,-0.9621406996429737,-1.4106332049029469,0.8358942369314845,-0.28463234153974754,2,1,0.00367796639596411,-0.2845058931248169,1,True,False,False,False,False,True,-0.05763072199355964,-0.3043364949013034,-0.829190685445088
1255,-0.9621406996429737,-1.4106332049029469,-0.22157605503755778,0.724173525251417,2,1,1.6950473976785072,-0.7272942530175367,1,False,False,True,False,False,True,-0.051159835177677505,1.4281837455759157,-1.3347602127538183
1256,-0.1129298130463459,1.4196876751628487,-0.3667190362882106,-0.28463234153974754,2,1,2.822627018533536,-0.14493801399545198,1,False,False,False,True,False,True,-0.3865170759618949,2.5274752767702044,0.013425193402795408
1259,-0.1129298130463459,0.7121074551463997,1.084710776218318,-1.2934382083309122,1,0,2.5407321133197787,-0.32835243922298024,1,False,True,False,False,False,True,0.024773790594548453,1.2952924173805536,1.1369130318666398
1261,0.7362810735502818,0.004527235129950843,-0.3459843246809745,-1.2934382083309122,1,0,1.6950473976785072,-0.34379136390543213,1,False,False,True,False,False,True,-0.29964598811187243,1.5160712664708909,2.2604008703304848
1262,-0.1129298130463459,-1.4106332049029469,0.9188330833604289,-0.28463234153974754,2,0,-0.5601118440315502,-0.16717006553818267,1,False,False,False,True,False,True,-0.10138257697347985,-0.700628391140931,0.013425193402795408
1264,0.7362810735502818,0.7121074551463997,-0.6155355755750441,-0.28463234153974754,1,1,0.8493626820372356,-0.3857852390417012,1,True,False,False,False,False,True,-0.34437160058179817,0.9302539708314921,0.8560410722506788
1267,-0.1129298130463459,-0.703052984886498,0.15164875389269242,-1.2934382083309122,1,0,1.9769423028922644,-0.5309111310567488,1,False,False,True,False,False,True,-0.07893321468595807,1.414038450137754,1.1369130318666398
1278,-0.9621406996429737,-1.4106332049029469,1.271323180683443,-1.2934382083309122,0,0,-1.4057965596728217,-0.8396896247057863,1,False,False,False,True,False,True,0.4890758157639382,-1.2799459254196506,0.013425193402795408
1282,-0.9621406996429737,0.004527235129950843,-2.149904234510517,-0.28463234153974754,1,1,0.2855728716097213,-1.6808022414057644,1,True,False,False,False,False,True,0.2123651615180364,1.648978948006132,-0.829190685445088
1285,0.7362810735502818,0.7121074551463997,0.006505772642039554,-1.2934382083309122,2,0,-1.4057965596728217,-0.15296625483032694,1,False,False,True,False,False,True,-0.3036542851834809,-1.2293471099908846,2.2604008703304848
1287,-1.8113515862396012,-0.703052984886498,-0.4496578827171551,-1.2934382083309122,1,0,0.5674677768234785,-0.5123844214378066,1,False,False,False,False,False,True,-0.24274106696255718,0.5765190827365906,-1.1100626450610493
1288,-0.1129298130463459,-1.4106332049029469,-0.47039259432439123,-0.28463234153974754,1,1,-0.5601118440315502,-0.7612598873189308,1,True,False,False,False,False,True,-0.09936102078403596,-0.4351441770636179,0.013425193402795408
1290,-0.9621406996429737,0.004527235129950843,-1.5071281746861973,-0.28463234153974754,2,1,1.131257587250993,-1.3621428359599577,1,False,False,False,True,False,True,0.07183665365514992,2.00462961499207,-0.829190685445088
1291,-0.1129298130463459,0.004527235129950843,0.587077697644651,-0.28463234153974754,1,1,-1.4057965596728217,-0.7093851003858925,1,False,False,True,False,False,True,0.1648859926471164,-1.2557399347301812,0.013425193402795408
1292,-0.9621406996429737,0.7121074551463997,-0.03496365057243269,-1.2934382083309122,0,1,1.9769423028922644,-0.7557018744332481,1,False,False,False,True,False,True,0.023230927467557384,1.5359415386543656,0.013425193402795408
1295,-0.1129298130463459,0.004527235129950843,-0.49112730593162734,-0.28463234153974754,2,0,-1.1239016544590645,-1.1311765227104777,1,False,True,False,False,False,True,0.21800607851024856,-0.9436100547870249,0.013425193402795408
1298,-0.1129298130463459,0.7121074551463997,-1.1546380773631832,-1.2934382083309122,2,1,2.5407321133197787,-1.8074014238018696,1,False,False,False,True,False,True,1.2705010888422044,3.176918275915249,1.1369130318666398
1304,-0.1129298130463459,0.004527235129950843,-1.5693323095079057,-0.28463234153974754,2,1,2.5407321133197787,-1.776523574436966,1,False,False,False,True,False,True,0.8490793144545576,3.8485667976144273,0.013425193402795408
1306,1.5854919601469095,-1.4106332049029469,-0.428923171109919,0.724173525251417,2,1,0.5674677768234785,-0.6204568942149696,1,True,False,False,False,False,True,-0.17729639244493653,0.5659803490239188,0.6875178964811021
1307,-0.1129298130463459,0.004527235129950843,0.7944248137170122,-1.2934382083309122,2,1,-1.4057965596728217,-1.0008719983905838,1,False,True,False,False,False,True,0.5217315197250968,-1.2637445612809317,1.1369130318666398
1314,-1.8113515862396012,1.4196876751628487,-0.5740661523605719,-1.2934382083309122,1,1,3.104521923747293,-0.037483098205586936,1,False,False,False,True,False,True,-0.467421722690947,3.004167387323373,-1.1100626450610493
1321,0.7362810735502818,-1.4106332049029469,-1.6522711559368501,-0.28463234153974754,0,0,1.6950473976785072,-1.3473214682648038,1,False,False,True,False,False,True,-0.010940998474130291,2.9140731380204348,0.8560410722506788
1322,-0.9621406996429737,-1.4106332049029469,-0.47039259432439123,-0.28463234153974754,1,0,-0.5601118440315502,-0.005987691853385115,1,False,False,False,True,False,True,-0.4567315096039423,-0.4351441770636179,-0.829190685445088
1327,-0.9621406996429737,-1.4106332049029469,0.8566289485387205,1.7329793920425816,1,0,-1.4057965596728217,-0.7680530141792096,1,False,False,True,False,False,True,0.29334346241347453,-1.2660235255459689,-1.6718065642929716
1331,-0.9621406996429737,-1.4106332049029469,-0.3045149014665023,-1.2934382083309122,2,0,3.38641682896105,-0.37713944121952814,1,False,True,False,False,False,True,-0.27443296562231434,2.9580081094961086,0.013425193402795408
1336,-0.1129298130463459,-0.703052984886498,0.8773636601459567,-1.2934382083309122,2,1,1.131257587250993,-0.5117668644505085,1,True,False,False,False,False,True,0.09348351717733695,0.4493956073274855,1.1369130318666398
1338,-0.9621406996429737,0.7121074551463997,-1.0094950961125304,0.724173525251417,2,0,0.2855728716097213,-1.438719902384919,1,False,False,False,True,False,True,0.41542208990198415,0.6135004574010577,-1.3347602127538183
1339,-0.9621406996429737,0.004527235129950843,-1.444924039864489,-0.28463234153974754,1,1,-1.4057965596728217,-1.6567175189011394,1,False,False,True,False,False,True,0.6064938572607398,-1.1184605893848114,-0.829190685445088
1341,-0.1129298130463459,-0.703052984886498,-0.6362702871822802,0.724173525251417,1,1,2.5407321133197787,-0.20051814285227873,1,False,False,False,False,False,True,-0.42392809221277805,2.5438069644774965,-0.6606675096755112
1342,0.7362810735502818,0.004527235129950843,-0.26304547825203,-1.2934382083309122,1,1,-0.5601118440315502,-0.12332351944001936,1,True,False,False,False,False,True,-0.3726956327314021,-0.4860054878469749,2.2604008703304848
1343,-0.1129298130463459,0.7121074551463997,0.0479751958565118,-1.2934382083309122,2,0,0.00367796639596411,-0.43333712706365296,1,False,True,False,False,False,True,-0.16117589957274517,-0.10147278611197029,1.1369130318666398
1345,-0.9621406996429737,0.7121074551463997,-1.3827199050427805,-0.28463234153974754,1,0,-1.1239016544590645,-1.636338138320303,1,False,False,True,False,True,False,0.5973069142037605,-0.7933012237125424,-0.829190685445088
1346,-0.9621406996429737,1.4196876751628487,1.0432413530038456,-1.2934382083309122,2,0,-1.4057965596728217,-0.005987691853385115,1,False,False,False,True,True,False,-0.1525107647921714,-1.272549650486757,0.013425193402795408
1352,0.7362810735502818,1.4196876751628487,0.6492818324663593,0.724173525251417,2,0,1.6950473976785072,-1.0694208239806702,1,False,False,False,True,True,False,0.5585051381890225,0.9335025565384858,0.013425193402795408
1356,-0.9621406996429737,0.7121074551463997,0.08944461907098404,-0.28463234153974754,2,0,-0.5601118440315502,-0.2610387276074901,1,False,False,False,True,True,False,-0.23804049408025252,-0.5617608438623692,-0.829190685445088
1366,-0.9621406996429737,-1.4106332049029469,-0.9680256728980582,-0.28463234153974754,1,1,-1.4057965596728217,-1.6703037726216972,1,True,False,False,False,False,False,0.9413371648851557,-1.1651486522097125,-0.829190685445088
1369,-0.1129298130463459,0.004527235129950843,0.6907512556808316,0.724173525251417,1,0,3.6683117341748073,-0.07330140346887529,1,False,False,True,False,False,False,-0.19412294723387363,2.2975753651983224,-0.6606675096755112
1372,0.7362810735502818,0.7121074551463997,1.1261801994327902,-0.28463234153974754,2,1,0.00367796639596411,-1.0811544067393335,1,True,False,False,False,False,False,0.745601436877333,-0.36457410835171034,0.8560410722506788
1378,-0.1129298130463459,0.004527235129950843,0.9188330833604289,-1.2934382083309122,0,1,1.41315249246475,-1.052746785323622,1,True,False,False,False,False,False,0.63174276455002,0.6238208410283507,1.1369130318666398
1381,1.5854919601469095,1.4196876751628487,-1.9840265416526282,-1.2934382083309122,1,0,0.00367796639596411,-1.3775817606424097,1,False,False,True,False,False,False,-0.12816788991167893,1.0246831994330972,3.383888708794329
1385,-0.1129298130463459,0.7121074551463997,-1.797414137187503,1.7329793920425816,1,0,2.822627018533536,-1.2361612105511504,1,False,True,False,False,False,False,-0.1841681398487499,4.692516963699114,-1.1100626450610493
1391,-0.1129298130463459,1.4196876751628487,-0.5740661523605719,-0.28463234153974754,1,0,2.822627018533536,-0.780404153925171,1,False,True,False,False,False,True,-0.11662432622142241,2.74171892196264,0.013425193402795408
1392,-0.1129298130463459,0.7121074551463997,-1.3205157702210724,-0.28463234153974754,0,1,0.8493626820372356,-1.4430428012960055,1,False,False,False,True,False,True,0.27032674429552334,1.471468349616691,0.013425193402795408
1399,1.5854919601469095,0.004527235129950843,-0.014228938965196567,-0.28463234153974754,1,1,3.104521923747293,-1.4208107497532747,1,False,False,True,False,False,True,0.8629852686574635,2.438609426757286,1.6986569510985623
1400,0.7362810735502818,-0.703052984886498,-1.0094950961125304,-1.2934382083309122,2,0,3.38641682896105,-1.259010819081179,1,False,False,False,True,False,True,0.16233274075341733,3.867861427874149,2.2604008703304848
1401,-0.1129298130463459,0.004527235129950843,0.6907512556808316,0.724173525251417,1,1,2.822627018533536,-0.9848155167208339,1,False,False,False,False,False,True,0.4673796270449786,1.704675593249783,-0.6606675096755112
1407,-0.1129298130463459,-1.4106332049029469,-1.258311635399364,0.724173525251417,1,1,0.2855728716097213,-1.7456457250720623,1,False,False,False,False,False,True,0.9744262847032542,0.7759284559273437,-0.6606675096755112
1408,-0.1129298130463459,0.7121074551463997,-0.594800863967808,-0.28463234153974754,1,1,1.9769423028922644,-1.158966587138891,1,True,False,False,False,False,True,0.21028409405129167,1.9728158504733566,0.013425193402795408
1410,-0.1129298130463459,1.4196876751628487,0.9188330833604289,-1.2934382083309122,0,1,-0.2782169388177931,-0.2746249813280477,1,False,False,False,True,False,True,-0.04434091014293979,-0.5114213579738908,1.1369130318666398
1413,1.5854919601469095,-0.703052984886498,-1.9840265416526282,-1.2934382083309122,1,0,-1.1239016544590645,-1.3664657348710443,1,False,False,False,False,False,True,-0.13977436468969295,-0.6300766160616956,3.383888708794329
1414,-0.9621406996429737,0.7121074551463997,0.6078124092518871,-1.2934382083309122,1,0,2.2588372081060215,-0.16284716662709614,1,True,False,False,False,False,True,-0.1703754351278125,1.354954191414568,0.013425193402795408
1417,-0.1129298130463459,0.004527235129950843,-1.797414137187503,1.7329793920425816,1,0,-0.2782169388177931,-1.6993289510247067,1,False,False,True,False,False,True,0.4808971268866899,0.4644101910372223,-1.1100626450610493
1419,-0.9621406996429737,1.4196876751628487,-0.6984744220039886,-0.28463234153974754,1,1,0.00367796639596411,-1.6851251403168508,1,False,False,False,False,False,True,1.158349288942079,0.1697239614274541,-0.829190685445088
1426,0.7362810735502818,-0.703052984886498,0.5248735628229426,-1.2934382083309122,2,0,2.5407321133197787,-0.9175018051053437,1,True,False,False,False,False,True,0.3382499516391575,1.6062724232890073,2.2604008703304848
1428,-0.1129298130463459,1.4196876751628487,-1.1546380773631832,0.724173525251417,1,0,-0.5601118440315502,-1.4584817259784575,1,False,False,False,True,False,True,0.3767003399327392,-0.22162324388260127,-0.6606675096755112
1430,-0.1129298130463459,1.4196876751628487,0.5041388512157065,-0.28463234153974754,1,1,0.8493626820372356,-1.3788168746170057,1,False,False,False,True,False,True,1.018061778155895,0.3885045308710232,0.013425193402795408
1431,1.5854919601469095,-0.703052984886498,1.0639760646110819,-0.28463234153974754,1,1,-0.8420067492453074,-1.2676566169033523,1,False,False,False,False,False,True,1.036642757968062,-0.9048291892004537,1.6986569510985623
1436,1.5854919601469095,1.4196876751628487,-2.3572513505828785,0.724173525251417,2,0,-0.8420067492453074,-1.554203059009659,1,False,False,False,True,False,True,-0.11043152554594654,0.007005912903799474,0.6875178964811021
1438,-0.1129298130463459,0.004527235129950843,-1.258311635399364,-0.28463234153974754,2,1,-1.1239016544590645,-1.767260219627495,1,True,False,False,False,False,True,1.0456131720932784,-0.8193465295986816,0.013425193402795408
1440,-0.1129298130463459,0.004527235129950843,0.06870990746374792,-0.28463234153974754,2,0,2.822627018533536,-0.3166188564643168,1,False,False,False,True,False,True,-0.21630089813601394,2.141836715423821,0.013425193402795408
1442,-0.9621406996429737,0.7121074551463997,-1.6730058675440864,-0.28463234153974754,1,1,3.104521923747293,-1.7104449767960719,1,False,False,False,True,False,True,0.5903304932372676,4.782107742887438,-0.829190685445088
1444,0.7362810735502818,0.004527235129950843,-0.6155355755750441,0.724173525251417,2,0,-1.1239016544590645,-0.09800368296079828,1,True,False,False,False,False,True,-0.45582078074811416,-0.92685419166674,0.013425193402795408
1449,0.7362810735502818,0.004527235129950843,-0.760678556825697,-0.28463234153974754,1,0,-1.4057965596728217,-1.2602459330557754,1,False,False,False,False,False,True,0.2668291735495892,-1.1816632212266265,0.8560410722506788
1452,-0.9621406996429737,-0.703052984886498,0.8980983717531928,-0.28463234153974754,1,0,0.00367796639596411,-0.20792882669985563,1,False,False,False,True,False,True,-0.08493544692451784,-0.3177970399858301,-0.829190685445088
1465,-0.9621406996429737,-0.703052984886498,0.255322311928873,-0.28463234153974754,1,1,1.41315249246475,-0.15358381181762504,1,False,False,True,False,False,True,-0.2501661138955346,0.9185149811823249,-0.829190685445088
1466,-0.1129298130463459,0.004527235129950843,0.3797305815722897,-0.28463234153974754,1,1,1.41315249246475,-0.8230155860487383,1,False,False,False,True,False,True,0.20160451998267265,0.857067442260133,0.013425193402795408
1467,-0.1129298130463459,-1.4106332049029469,-0.4496578827171551,-0.28463234153974754,1,0,2.5407321133197787,-0.3067379446675476,1,False,False,False,False,False,True,-0.3399429265810246,2.356247738464063,0.013425193402795408
1468,-0.9621406996429737,1.4196876751628487,0.7529553905025399,0.724173525251417,1,0,1.41315249246475,-0.3042677167183553,1,True,False,False,False,False,True,-0.06558470854383357,0.6904217167031488,-1.3347602127538183
1471,-1.8113515862396012,0.004527235129950843,-1.8803529836164476,-1.2934382083309122,2,1,1.41315249246475,-1.5894038072856493,1,False,False,True,False,False,True,0.21019832337478805,2.9081496560938365,-1.1100626450610493
1472,0.7362810735502818,-0.703052984886498,0.6078124092518871,-1.2934382083309122,2,0,-0.5601118440315502,-0.17025785047467304,1,False,False,False,True,False,True,-0.16684705403590525,-0.6539106051737604,2.2604008703304848
1475,-0.9621406996429737,-1.4106332049029469,0.3382611583578175,-1.2934382083309122,2,0,3.38641682896105,-0.6945637326907387,1,False,True,False,False,False,True,0.08317437437344496,2.3628802676158425,0.013425193402795408
1477,-0.1129298130463459,-1.4106332049029469,-1.1339033657559472,-0.28463234153974754,2,1,1.9769423028922644,-1.5511152740731686,1,False,False,True,False,False,True,0.5572261243670755,2.533740892808851,0.013425193402795408
1479,-0.9621406996429737,0.7121074551463997,-1.5900670211151418,-0.28463234153974754,2,0,3.104521923747293,-1.69500605211362,1,False,False,False,False,False,True,0.6066003845911583,4.599930684005788,-0.829190685445088
1480,-0.9621406996429737,1.4196876751628487,0.2345876003216369,-0.28463234153974754,2,1,0.5674677768234785,-0.08874032815132715,1,True,False,False,False,False,True,-0.2820872994398588,0.2782026604432239,-0.829190685445088
1484,-0.1129298130463459,0.7121074551463997,-1.299781058613836,-0.28463234153974754,2,0,0.00367796639596411,-1.2516001352336024,1,False,False,False,True,True,False,0.034217160178284314,0.4822288228304995,0.013425193402795408
1490,-0.9621406996429737,-1.4106332049029469,1.1261801994327902,-0.28463234153974754,2,1,-0.8420067492453074,-0.5661118793327391,1,False,False,False,True,True,False,0.19738147575747333,-0.9110153160804012,-0.829190685445088
1493,0.7362810735502818,-1.4106332049029469,-2.2535777925466975,1.7329793920425816,1,1,-1.4057965596728217,-1.7635548777037064,1,False,True,False,False,True,False,0.31597623713755263,-0.9925478137415072,-0.5483187258291268
1494,-0.1129298130463459,1.4196876751628487,-1.258311635399364,-0.28463234153974754,1,1,1.131257587250993,-1.7129152047452643,1,False,False,False,True,True,False,0.8746477311546479,1.7330934472429593,0.013425193402795408
1495,-0.9621406996429737,1.4196876751628487,-0.4496578827171551,-1.2934382083309122,2,0,-0.2782169388177931,-0.9990193274286896,1,False,False,True,False,True,False,0.0975123025410538,-0.18622176971804025,0.013425193402795408
1503,-0.9621406996429737,0.7121074551463997,-1.631536444329614,-0.28463234153974754,1,1,1.41315249246475,-1.3689359628202364,1,False,False,False,False,False,False,0.023490348674156693,2.520095773435799,-0.829190685445088
1504,0.7362810735502818,-0.703052984886498,-0.2837801898592662,-1.2934382083309122,1,0,-1.1239016544590645,-1.1620543720753813,1,True,False,False,False,False,False,0.3327160511611138,-0.969302378238128,2.2604008703304848
1509,-0.1129298130463459,1.4196876751628487,0.9395677949676651,-1.2934382083309122,2,1,2.5407321133197787,-0.9730819339621705,1,False,False,False,False,False,False,0.5365536941619994,1.3696910374127063,1.1369130318666398
1521,-0.9621406996429737,0.004527235129950843,-0.18010663182308553,-1.2934382083309122,2,0,-1.1239016544590645,-0.6463942876814889,1,False,False,False,False,False,False,-0.09394508499610975,-0.9812085769105906,0.013425193402795408
1522,-0.1129298130463459,1.4196876751628487,1.1261801994327902,-0.28463234153974754,2,1,0.2855728716097213,-0.20669371272525947,1,True,False,False,False,False,False,-0.03562545574495535,-0.18242703910881333,0.013425193402795408
1523,-0.9621406996429737,-1.4106332049029469,-1.1961075005776556,-0.28463234153974754,2,0,-1.4057965596728217,-1.5066511709877073,1,False,True,False,False,False,False,0.438794081617603,-1.1445371997251408,-0.829190685445088
1524,-0.9621406996429737,1.4196876751628487,-0.2423107666447939,-1.2934382083309122,1,0,-0.5601118440315502,-0.3610829595497782,1,False,False,False,True,False,False,-0.26734187304645274,-0.4908146513913418,0.013425193402795408
1532,-0.9621406996429737,0.7121074551463997,1.1883843342544984,-1.2934382083309122,1,1,2.2588372081060215,-1.107709357193151,1,False,False,False,True,False,True,0.8081411992283292,1.0643730105058504,0.013425193402795408
1538,-0.1129298130463459,1.4196876751628487,-0.8850868264691137,-0.28463234153974754,2,0,-1.1239016544590645,-1.7555266368688314,1,False,False,False,True,False,True,1.2721926693936536,-0.8865160026734618,0.013425193402795408
